original_gaussian_noise_error_cache [0.18335114407295278, 0.2046158036960625, 0.23025188143263037, 0.25574665474386804, 0.28004928827126735, 0.3028215601164746, 0.32222357866520623, 0.3387021508625693, 0.3547846991475328, 0.36836784088137825]

original_gaussian_noise_acc_cache [0.7416666666666667, 0.7022222222222222, 0.6966666666666667, 0.6505555555555556, 0.5761111111111112, 0.5044444444444445, 0.47055555555555556, 0.4405555555555555, 0.3944444444444445, 0.36388888888888893]

original_gaussian_noise_nmi_cache [0.8503990538477572, 0.8262552654733879, 0.8131168311745014, 0.7759585514586053, 0.7268485378214878, 0.6665003802484997, 0.6346772832747263, 0.607452718992721, 0.5821362134990954, 0.5532430064851948]

L1_gaussian_noise_error_cache [0.19196838261123123, 0.1979309742161532, 0.2060652021906817, 0.2177872505796644, 0.23311811234071614, 0.25276739686563987, 0.27629469855290334, 0.30115175245025433, 0.32790429778391217, 0.35359096922729316]

L1_gaussian_noise_acc_cache [0.72, 0.7094444444444444, 0.7044444444444444, 0.6883333333333332, 0.6622222222222223, 0.6261111111111111, 0.5766666666666667, 0.5061111111111111, 0.465, 0.3938888888888889]

L1_gaussian_noise_nmi_cache [0.8483672897183376, 0.8438255314434198, 0.840265405901832, 0.8217321444634076, 0.8011879230992595, 0.7739624930056384, 0.7358953996008429, 0.6784154715887134, 0.6433039903199166, 0.5815407467710876]

L21_gaussian_noise_error_cache [0.1839144375517833, 0.2049627069403721, 0.23079838997428478, 0.25643000212304284, 0.2803234704080846, 0.3018764391576694, 0.32198918619289874, 0.33887727751468416, 0.3551135498683683, 0.36879835421807156]

L21_gaussian_noise_acc_cache [0.7155555555555556, 0.703888888888889, 0.6727777777777778, 0.6416666666666666, 0.568888888888889, 0.5116666666666666, 0.47333333333333344, 0.4377777777777778, 0.4027777777777778, 0.385]

L21_gaussian_noise_nmi_cache [0.8434736550686661, 0.8300637553380502, 0.8020342196865448, 0.7772079088841891, 0.727922243369229, 0.6803408232127293, 0.647981583272591, 0.6144525908228807, 0.585777392233563, 0.5679541401480559]




CROP
original_crop_noise_error_cache [0.1833858946389036, 0.20881079414432252, 0.24966155143905203, 0.3039098001661987, 0.3678506381030978, 0.40126924099316846, 0.43669740380254085, 0.47287161025080743, 0.5083366165384525, 0.5443545586076892]

original_crop_noise_acc_cache [0.7294444444444445, 0.6972222222222223, 0.49722222222222223, 0.33833333333333326, 0.2544444444444444, 0.24277777777777781, 0.22777777777777777, 0.2172222222222222, 0.215, 0.20611111111111108]

original_crop_noise_nmi_cache [0.8474641499448845, 0.819393236193363, 0.6650213516602881, 0.5202873504683394, 0.43941819610625465, 0.41770385383779407, 0.41576631229292726, 0.4056958888715167, 0.40268890738724317, 0.3957760921353419]

L1_crop_noise_error_cache [0.1916308181818542, 0.19494082412670605, 0.2086131466874816, 0.27519242612839984, 0.3646313636663641, 0.4060175760746761, 0.4442714151306837, 0.48279965278042847, 0.521139861345974, 0.557280954551528]

L1_crop_noise_acc_cache [0.7350000000000001, 0.7050000000000001, 0.6772222222222222, 0.465, 0.2866666666666666, 0.2738888888888889, 0.255, 0.24055555555555558, 0.23555555555555557, 0.2261111111111111]

L1_crop_noise_nmi_cache [0.8599724786783346, 0.8380834603701347, 0.8101815946613753, 0.6301150171598853, 0.47574367074929375, 0.4585131090827958, 0.44854481873487717, 0.4243244132247595, 0.41848679912290504, 0.40910114759890054]

L21_crop_noise_error_cache [0.1831013069300375, 0.2082843245338184, 0.249556469298797, 0.3042943194238603, 0.3673242608709295, 0.3989811907593555, 0.43476614534306474, 0.4734497483472361, 0.5088208839126049, 0.5456557848279562]

L21_crop_noise_acc_cache [0.7533333333333333, 0.6816666666666665, 0.5083333333333333, 0.32666666666666666, 0.2577777777777778, 0.25833333333333336, 0.24, 0.21500000000000002, 0.22166666666666662, 0.2161111111111111]

L21_crop_noise_nmi_cache [0.858367769488624, 0.8078652644406292, 0.6730331147594724, 0.5162594553708217, 0.43484325421737025, 0.44323048990296615, 0.43001982886286577, 0.40279326601458953, 0.40476788138598907, 0.3993477703059581]
